Alcohol,Malic_Acid,Ash,Ash_Alcanity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280,Proline
1.496971629396387,-0.5163729076725236,0.24207620351545403,-1.123000351739887,1.8802567623138309,0.7523185589329257,0.9859959314080985,-0.5460305595703278,1.1988856553731089,0.28391253317486326,0.3526771472398755,1.8269469642077634,0.9600213466397495
0.21773998606082812,-0.46126569971060233,-0.7747455334231452,-2.4488673539089385,0.005891754009436474,0.5591480719917659,0.6905893297155021,-0.9519408774192185,-0.5435527943815451,-0.27568730382467926,0.39736507770615465,1.064592311867737,0.9130200946404169
0.20543968179798647,0.062252775927650425,1.1499527543534882,-0.2200909226609622,0.07600688950526689,0.7684160995113553,1.189724622230579,-0.6272126231401056,2.096505462822476,0.3150014130081713,0.3079892167735963,0.7625272609405567,1.3360313626344094
1.6691758890761723,-0.29594407582483834,0.5325966997836237,-0.760036760648359,0.9069753765202151,2.4586578602465026,1.4240126166764313,-0.8707588138494403,1.0228817715595073,1.2432265394597934,-0.5410814620857077,1.1221285120443427,2.260389318621282
0.2669412031121969,0.291866142435656,1.8762539950239145,0.4998368613222328,1.2547742169500309,0.7362210183544953,0.6192842879276341,0.18460801255767584,0.38926778983054244,-0.29789364656275624,0.2633012863073171,0.38854195979261874,-0.0740061973455654
1.46007071660786,-0.47963476903124275,0.3510213896160174,-1.2459880148370162,0.8396370780737239,1.5089029661191338,1.3323347058063153,-0.14012024172143664,0.6356732271695842,0.7813346105077901,0.3526771472398755,0.27346955943940704,2.1663868146226166
1.7060768018646995,-0.36942035310740023,0.3510213896160174,-1.425969960832815,-0.27318036944921853,0.2693923415800268,0.4359284661874018,-0.46484849600054956,0.6356732271695842,0.11514432836547743,0.2633012863073171,1.3378892627066143,1.6650087924617374
1.275566152665233,-0.12143791727875419,0.8231171960517948,-0.5260602308538201,1.4637312049128544,0.4464652879427563,0.45630133526964983,-0.5460305595703278,-0.6315547362883459,0.035201494508400044,0.3526771472398755,1.3378892627066143,1.6807385447975138
2.222689580904059,-0.5898491849550855,-0.6658003473225802,-1.6029522077286837,-0.20306523395338713,0.7523185589329257,0.9146908896202306,-0.46484849600054956,0.6532736155509444,0.09737925417501575,0.4420530081724338,0.30223765952771,0.8973843448086389
1.0295600674083938,-0.8378316207837313,-0.3752798510544106,-1.0090117859425474,-0.13364430771989103,1.058171829923095,1.0878602768193388,-1.1143050045587748,0.4244685665932627,0.9945155007933303,0.17392542537475872,1.2803530625300086,0.8973530106406394
1.3247673697165998,-0.09388431329779329,-0.23001960292032497,-0.40307256775669087,0.35369059443925127,1.025976748766235,1.271216098559571,-1.0331229409889966,1.3748895391867104,0.3372077557462483,1.201747826099179,0.7625272609405567,2.3544231567879463
1.38626889103081,-0.7276172048598888,-0.12107441681975997,-0.7690358579481492,-0.34260129568271463,-0.1974363351944424,0.35443698985841005,-0.7083946867098838,-0.08594269646618145,0.004112614675091996,0.8442443823689455,0.24470145935110413,1.6336746244621823
0.9188573290428169,-0.5071883730122034,0.16944607944841122,-1.0090117859425474,-0.7584326438213559,0.4464652879427563,0.6905893297155021,-0.46484849600054956,0.33646662468646193,0.2794712646272479,0.8442443823689455,0.3453898096601647,1.7590112964604023
